https://www.marketscreener.com/,"TWILIO : Completes Acquisition of Segment, the Market-leading Customer Data Platform","...cloud communications platform, today announced the successful completion of its previously announced acquisition of Segment, the market-leading customer data platform. This transaction is valued...",https://www.newsdesk.lexisnexis.com/click/?a=43460223661&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218223&fmi=645994870&e=TWFya2V0U2NyZWVuZXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAyMjM2NjEmcD0xNGUmdj0xJng9OXowNmJJaHBrTzBObnhBTlJ5aGlQQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=66472148229d747957d85e82053daf73,1.html
https://www.tdameritrade.com/,"Pinnacle Bankshares Corporation Completes Merger with Virginia Bank Bankshares, Inc.","...holding company for First National Bank, today announced the completion of its merger with Virginia Bank Bankshares, Inc. (""Virginia Bank"") and the completion of the merger of Virginia Bank's...",https://www.newsdesk.lexisnexis.com/click/?a=43460188435&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=47689&fmi=227539306&e=VEQgQW1lcml0cmFkZQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxODg0MzUmcD0xNGUmdj0xJng9eDRXZTlEckR3eWxpZUVVR0lfeW8yZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=31fb3d0f2e27726bf154237a4b726d2b,2.html
https://seekingalpha.com/,Luna acquires New Ridge Technologies,Luna Innovations acquires New Ridge Technologies or NRT. NRT is a Maryland-based developer and manufacturer of fiber optic test and measurement equipment and advanced fiber...,https://www.newsdesk.lexisnexis.com/click/?a=43460209185&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=44150&fmi=169663873&e=U2Vla2luZyBBbHBoYQ&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAyMDkxODUmcD0xNGUmdj0xJng9YWxNa0NDMHgtUUthR1BmM3pYRGQzdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=1e7d0ef87b3c6f489474c4663e1c9bdf,3.html
https://www.marketscreener.com/,NEW STRATUS ENERGY : Update on Approval Process of Potential Upstream and Midstream Acquisition in Ecuador,"..."" Corporation "") provides an update on the potential transaction for the acquisition from certain affiliates of Repsol S.A (the "" Sellers "") of an indirect 35% operated working interest in service...",https://www.newsdesk.lexisnexis.com/click/?a=43460193918&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218223&fmi=645994870&e=TWFya2V0U2NyZWVuZXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxOTM5MTgmcD0xNGUmdj0xJng9LVZRamRyc1NtZnI1TGUxMmtuZWNrUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=e62eb0009b956fdb973b06504e7acdaa,4.html
https://www.marketscreener.com/,Command Alkon's Acquisition of Trimble's Construction Logistics Business is Complete,"...for construction’s heavy work, announced the completion of Command Alkon’s acquisition of Trimble’s Construction Logistics business. Financial terms were not disclosed. The transaction combines...",https://www.newsdesk.lexisnexis.com/click/?a=43460191601&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218223&fmi=645994870&e=TWFya2V0U2NyZWVuZXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxOTE2MDEmcD0xNGUmdj0xJng9VE9nUXRxbmZxM2lhVmdFdHVsUklhUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=914bbafd3ffce09588826bf5b5fc42c1,5.html
https://www.lexblog.com/,New Chapter 11 Filing – Friendly’s Restaurants,", FIC Restaurants, Inc. of Wilbraham, MA, operator of the casual dining restaurant chain Friendly’s, filed a voluntary petition for relief under Chapter 11 of...",https://www.newsdesk.lexisnexis.com/click/?a=43460181927&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=223723&fmi=651203160&e=TGV4QmxvZw&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxODE5MjcmcD0xNGUmdj0xJng9VnRidkZ5U0xfQVBfWl8yNzJCbzczQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=14c9f7cdd2cb53cbfd47a1d702894072,6.html
https://www.usatoday.com/,Friendly's restaurant chain files for Chapter 11 bankruptcy protection amid pandemic woes,"The family restaurant chain known as Friendly's now finds itself in the decidedly unfriendly territory of bankruptcy court. FIC Restaurants, the company that owns the chain, filed for Chapter 11...",https://www.newsdesk.lexisnexis.com/click/?a=43460186751&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=51638&fmi=169587492&e=VVNBIFRvZGF5&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxODY3NTEmcD0xNGUmdj0xJng9dVZwRUdGOFpvMWU5U3JJZUpULVJYZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=e6adff1adaddf41bdacc7a3b2921cd0f,7.html
https://www.lexblog.com/,New Chapter 11 Filing – CBL & Associates Properties,", Chattanooga, TN-based CBL & Associates Properties, Inc., a real estate investment trust focusing on shopping centers, primarily in the Southeast and...",https://www.newsdesk.lexisnexis.com/click/?a=43460143452&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=223723&fmi=651203160&e=TGV4QmxvZw&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxNDM0NTImcD0xNGUmdj0xJng9aS10eXNKZGtVckZSazhjY0otXzhSdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=19e9665f430e5967651ca2f275c4c384,8.html
https://www.morningstar.com/,"TerraCap Management Acquires Denver Tech Center Buildings for $28,700,000","TerraCap Management Acquires Denver Tech Center Buildings for $28,700,000 PR Newswire DENVER, Nov. 2, 2020 DENVER, Nov. 2, 2020 /PRNewswire/ -- TerraCap Management LLC, a privately held...",https://www.newsdesk.lexisnexis.com/click/?a=43460143707&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=33648&fmi=169658108&e=TW9ybmluZ3N0YXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxNDM3MDcmcD0xNGUmdj0xJng9SWMxaXJrZkp1UHJLQ19rWFpZXy1OZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=fd1e9390341e867b3614edf2223f4532,9.html
http://www.novuslight.com/,ASML Completes Acquisition of Berliner Glas Group,"...world’s leading manufacturers of chip-making equipment, announced that it agreed to acquire Berliner Glas Group , including all subsidiaries. Today, both companies announce the successful closing...",https://www.newsdesk.lexisnexis.com/click/?a=43460103801&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=140282&fmi=560759471&e=Tm92dXMgTGlnaHQgVG9kYXk&d=148270&t=3&mbc=Q1QzL2E9NDM0NjAxMDM4MDEmcD0xNGUmdj0xJng9aEZKN0ZFS1FWaFZTN05DXzlSSEZYQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=590e2dc351af0b5f1986d3651320e23d,10.html
